plate,delta_x_px,delta_y_px,scatter_px,offset_arcsec,n_tiles,status
XE186,-0.0044239471740183,-0.0046827481960463,0.0169777364583285,0.0109457306587487,4,ok
XE187,0.9745154897818792,0.9146431029134874,0.0588241414002399,2.2708845790497105,4,ok
XE188,1.177563761101737,0.8623467486854679,0.0773426615094555,2.479955317676126,4,ok
XE189,1.1588229752378538,0.9274579097536844,0.0622209927064242,2.521945561967304,4,ok
XE190,1.0512826258081986,0.8925713797898425,0.0386880560313977,2.343230787082993,4,ok
XE191,1.1029995596309163,0.8642457636351537,0.0690012448533403,2.380906152582508,4,ok
XE192,1.057954087109465,0.9156103901741516,0.0613806063421819,2.377314535408669,4,ok
XE193,0.0083750265287108,-0.0029505003326448,0.0105690390410077,0.0150874176352137,4,ok
XE194,1.0754162932789768,1.041673011125113,0.0300631408648108,2.543917246046868,4,ok
XE195,1.1518292487508006,0.9078153056889278,0.052467298853511,2.491882839423543,4,ok
XE196,0.8340526864267304,0.9171127207787322,0.0450687944578584,2.1063172671057697,4,ok
XE197,0.9225299522495334,0.8752512342784939,0.1160067703769544,2.160705634684477,4,ok
XE198,1.0202393001245582,0.9611657415771332,0.0249713462261287,2.38163300087077,4,ok
XE199,0.9003760839909773,0.9378731598662852,0.0619714217297701,2.2090389571050357,4,ok
XE200,0.94711360416386,0.9068985471722044,0.0527139210144508,2.2280419489024,4,ok
XE201,1.0758214523639251,1.0387476185110245,0.0636972401873988,2.540956672143392,4,ok
XE202,0.8169570409691005,0.869432342271466,0.0531011478903272,2.0271069323004967,4,ok
XE204,0.9558739211424836,0.9546206758500376,0.0426390803159431,2.295379783961839,4,ok
XE205,0.9846657942712228,0.9454072106677812,0.0456260737755957,2.319381583054365,4,ok
XE206,-0.0098205289123143,0.0076268827183412,0.0037090183673562,0.0208859684744393,4,ok
XE207,0.9118341426392362,0.9909912859798168,0.0720447997949921,2.288142403456248,4,ok
XE208,0.9617291672693682,0.9589518819602744,0.0699031671792854,2.3076202985683483,4,ok
XE209,0.8307440394673904,1.0026805443608282,0.0485359642003817,2.212447855492233,4,ok
XE210,0.8503765560535612,1.047398023543792,0.0444639365400602,2.2923512222837146,4,ok
XE211,0.8421690579443748,0.9094501647205108,0.0383610877642387,2.1060490828313987,4,ok
XE212,0.8679532374080736,1.0208021349023966,0.0520703731233903,2.276679058333218,4,ok
XE213,0.8537556689075245,0.9933336219442026,0.0531533230672447,2.225527584008358,4,ok
XE214,0.779229389372631,0.9321050650419238,0.0431620348517622,2.064284316474432,4,ok
XE215,0.8832715779781211,1.0563141620623355,0.0531792799395438,2.339586882094012,4,ok
XE216,0.6239079238221166,0.956717815797674,0.0769019779719849,1.940695278608197,4,ok
XE217,0.8506261284619541,1.0039673420169493,0.0469150039216374,2.235819818265728,4,ok
XE218,0.7691299393727604,1.1000745117971746,0.0722447248751227,2.280698466771532,4,ok
XE219,0.9510642479708622,1.0265395447240735,0.0550367184531231,2.377737960090601,4,ok
XE220,0.937099587393277,1.052665675663775,0.0387470252992641,2.3946484414389944,4,ok
XE221,0.9653617801459404,0.9921546610939912,0.0711783673986803,2.352094356202349,4,ok
XE222,1.0859156566257298,1.092227784379702,0.031026559940823,2.616959161730028,4,ok
XE223,0.8623065573538042,0.9513820723636854,0.0670890546491242,2.1816974334297017,4,ok
XE224,0.920306325742331,0.9342990462787384,0.0593816679098532,2.2282941455302727,4,ok
XE225,0.7938035943343493,1.032550880519466,0.059633600795887,2.2129577051530456,4,ok
XE226,0.8905106260062894,0.8823719482584238,0.0737109297075575,2.130066649061987,4,ok
XE227,1.041458731984676,0.9555393474820448,0.0298703843530754,2.401529243152793,4,ok
XE228,-0.0085950518978279,-0.0082829755674538,0.018157380751854,0.0202817096338576,4,ok
XE229,0.9503879580825014,0.929068412138804,0.0668087117638371,2.2582334339586567,4,ok
