plate,delta_x_px,delta_y_px,scatter_px,offset_arcsec,n_tiles,status
XE314,0.9460190837889968,1.0343614123680709,0.0446159572110383,2.381710474615496,4,ok
XE315,0.953539155612816,0.94128547870514,0.0493414700540609,2.27660008924583,4,ok
XE316,0.8430412754514691,1.0435573928884878,0.0657891127551709,2.279435965023396,4,ok
XE317,0.9825062845575304,1.009168460851015,0.0398706142422265,2.393128243987213,4,ok
XE318,0.932129107943183,1.0606957123995926,0.1283655237688934,2.3992731464014696,4,ok
XE319,0.9519470652157906,0.9735415878540152,0.0460754623418537,2.313539503530908,4,ok
XE320,0.9524139201957952,1.01970836968394,0.0584883864695455,2.3708014237537096,4,ok
XE321,0.52783043772979,0.9102036903900624,0.0651963429338377,1.7877727272107362,4,ok
XE322,-0.067901802115557,0.0609638103560428,0.1065520528835242,0.1550508699708321,4,ok
XE323,0.9303981375715012,1.0429348679663235,0.029432176150328,2.37472925514985,4,ok
XE324,0.8531748505056385,1.0254851608247009,0.0317399328019834,2.266605566392917,4,ok
XE325,-0.0018657223463378,-0.0071388501241926,0.0222923965508007,0.0125371568224324,4,ok
XE326,-0.0003719863780133,-0.018382532734904,0.0074553238057419,0.031240493980787,4,ok
XE327,-0.0021403311188805,-0.0007666601013625,0.0117127850932404,0.0038629392399705,4,ok
XE328,-0.0276769793626954,-0.0051855802803402,0.0282728288750979,0.0478447554182008,4,ok
XE329,-0.0307189736713553,-0.0079816930774541,0.0196362922776224,0.053928282676534,4,ok
XE330,-0.025171417659294,-0.0062666916151101,0.0112637545026262,0.0440747412561274,4,ok
XE331,-0.0204018928980076,-0.007365267465957,0.026764594171099,0.0368549864884046,4,ok
XE332,0.0042716742555057,0.0071406850379389,0.0154399341218383,0.0141381133239817,4,ok
XE333,-0.008706611443813,0.0049108609891845,0.0132224789967283,0.0169845254210126,4,ok
XE334,-0.0053969022046658,0.0010553512347541,0.0166875539413522,0.0093436557998475,4,ok
XE335,-0.006347878233555,-0.0038649493762932,0.0151977091585182,0.0126277070882357,4,ok
XE336,-0.0118075339851202,0.0058984930506085,0.0168221190003836,0.0224264370704499,4,ok
XE337,0.0081093635935758,0.003453641831129,0.0156530748928253,0.014976301753165,4,ok
XE338,-0.0060051270429539,0.0037534309440161,0.0101675561001872,0.0120325651681394,4,ok
XE339,0.006850278247839,0.0018158748980567,0.0145656631678387,0.0120414296955128,4,ok
XE340,9.14659849513555e-05,0.0231573131477489,0.0199712781041171,0.0393473237823659,4,ok
XE341,0.0068145418445055,-0.0150180599357554,0.0222387427018786,0.0280215536715898,4,ok
XE342,-0.0153031594027197,0.001521364412838,0.0118514366619127,0.0261300566699976,4,ok
XE343,-0.0037566461360256,-0.01488256337052,0.0166617187448788,0.0260803927486528,4,ok
XE344,-0.0150893262602949,-0.0050711385761132,0.0095198009620448,0.0270477135796901,4,ok
XE345,-0.0150176149281833,-0.0053919495617265,0.0129187870882541,0.0271115560609653,4,ok
XE346,0.00056356514051,-0.0146138978038834,0.0210130379241804,0.0248491993711316,4,ok
XE347,-0.0116618462070618,0.0089963056443593,0.0085870857102773,0.0250256649282835,4,ok
XE348,-0.0017098935004469,0.0081729476382861,0.0167529255204094,0.014187466578397,4,ok
XE349,-0.010286578020441,0.0165801730722705,0.0197034822887353,0.0331530973148997,4,ok
XE350,0.0122077269834335,-0.0105013400570896,0.0163103062494207,0.0273609105643325,4,ok
XE351,-0.0142930957645148,0.000439437696059,0.0116073693431756,0.0242971371828422,4,ok
XE352,-0.0065075933907792,-0.0136456017316959,0.0191293177968177,0.0256871199267267,4,ok
XE353,0.0059690337284337,0.0013645814065057,0.0148661379019765,0.0104037459556716,4,ok
XE354,-0.0028650905032918,-0.004314650591823,0.0102631152528448,0.0088002119156364,4,ok
XE355,-0.0054824144235681,0.0037244562813611,0.010857049044622,0.0112615078966571,4,ok
XE356,0.0105484194018572,0.0081576516986388,0.0114283373575638,0.0226573748658531,4,ok
XE358,0.0034589779097586,0.0174984372911239,0.0096713903747912,0.0303072352377611,4,ok
XE359,-0.0014759145615244,-0.0085935529323251,0.0282830090079675,0.0148152481024249,4,ok
XE360,0.0095793734644757,0.0038681786959386,0.0205093172207414,0.0175533982319135,4,ok
XE361,-0.0066180334642922,-0.0083370100019237,0.0171915126367847,0.0180861638451803,4,ok
XE362,-0.0095571325432501,0.0034509253700889,0.0167595712267543,0.0172648881581368,4,ok
XE363,0.011325531781722,0.0004849087608818,0.0148165792652457,0.0192610495982584,4,ok
XE364,-0.006454813322307,0.0021452083419717,0.0116025633237339,0.0115573196565927,4,ok
XE365,-0.0198148209392456,0.0029843009401702,0.0168799465124187,0.0340474321120342,4,ok
XE366,0.0084749489988098,-0.0194959950122211,0.014421701666702,0.0361204990902185,4,ok
XE367,-0.0089921389917435,-0.0005675122897628,0.0137978362781807,0.0153091071206172,4,ok
XE368,-0.0094868812102504,-7.582840089526144e-05,0.0117944934681654,0.0161198493278727,4,ok
XE369,0.008636153761472,0.0024003898124647,0.0181952380804187,0.0152301132515716,4,ok
XE371,-0.0213644069908696,-0.0097070458496091,0.017754252060426,0.0398719276011912,4,ok
XE372,0.0116962536812934,-0.0005316950787346,0.0150904158454954,0.0198938431770561,4,ok
XE373,-0.0048469180082975,-0.006380700016507,0.0141820456162902,0.0136148001421722,4,ok
XE374,-0.001451781943615,-0.0010174076141993,0.0115664597572228,0.0030121823516372,4,ok
XE375,-0.0026107685489478,-0.0069075849087312,0.0256208809539986,0.0125471399901797,4,ok
XE376,-0.0117810182891844,-0.003237033312871,0.020592508189953,0.0207592203656532,4,ok
XE377,-0.0062619007012472,0.005249216554148,0.0165463577128599,0.013883541552152,4,ok
XE378,0.0167778059476404,-0.0048533902063354,0.0085033287748239,0.0296762675494572,4,ok
XE379,-0.0083620999248523,0.0041406419284157,0.0144767560848032,0.0158546622321423,4,ok
XE380,-0.0122677833342095,0.0046104731472951,0.0152273210484646,0.0222678506650234,4,ok
XE381,-0.0226782617864955,-0.0070538405989282,0.0263611043243564,0.0403539806157921,4,ok
XE382,-0.00638410056672,0.0023398205230478,0.0192844273542967,0.0115529431379448,4,ok
XE383,-0.0050610399621291,-0.000404657879244,0.0159237790636637,0.0086267494929253,4,ok
XE384,-0.0174656531262371,-0.0039148210253188,0.0193211432060206,0.0304125516526488,4,ok
XE385,-0.0009659411134634,-0.0062262495243885,0.0151989497115597,0.0107056898956368,4,ok
XE386,-0.012468197468479,0.0008720084933884,0.0075930352726641,0.0212366926545094,4,ok
XE387,-0.0054616030929537,-0.0011863531954077,0.0117427412470209,0.0094963151651919,4,ok
XE388,0.013232185169727,0.0016978362357349,0.0124020456273965,0.0226673712551725,4,ok
XE389,-0.0034600226190377,0.0016759369123064,0.0186818885230315,0.0065323360003215,4,ok
XE390,-0.0047760924735484,-0.0025817068094511,0.0218989702643926,0.0092248624937161,4,ok
XE391,0.0035968939073427,0.0019085383146375,0.0161553431381919,0.0069185973726939,4,ok
XE392,0.0084510313208738,0.0058509967952886,0.0124873314050836,0.0174649283318432,4,ok
XE393,0.0031725888939035,0.0113017226453848,0.0149838761633964,0.0199452368789761,4,ok
XE394,0.0053426423992277,-0.0009858642897597,0.0101974192950635,0.0092310393055735,4,ok
XE395,0.0046274109718069,-0.0006847707354609,0.005246410091292,0.0079481415766392,4,ok
XE396,-0.0112217478754246,0.008785415620423,0.0107387398940593,0.0242153376302388,4,ok
XE397,-0.0047721314404043,0.0074225416569788,0.018692999886579,0.0149934431412035,4,ok
XE398,0.0089922980960182,0.0053991173926988,0.0168626545875114,0.0178214675083916,4,ok
XE399,4.690634614235023e-05,0.0113928684590973,0.0185249629386663,0.0193579964948945,4,ok
XE400,0.011523823394782,0.0119635849910082,0.0200228796215805,0.0282240838958912,4,ok
XE401,-0.0143192164750871,-0.0054843513853484,0.0238913233699236,0.0260535343936321,4,ok
XE402,0.006676977058305,-0.0043726422582039,0.0080498943946448,0.0135612666392084,4,ok
XE403,0.0067366040902925,0.0015188473362286,0.0194886978250081,0.0117336067832253,4,ok
XE404,-6.895405203977134e-05,-0.001155128827122,0.020257597257661,0.0019661944316551,4,ok
XE405,-0.0016053886661211,-0.0111808470551295,0.0221691826100458,0.0191924139536524,4,ok
XE406,-0.0105876528541557,-0.0065369391932108,0.0181172186238987,0.0211422475475223,4,ok
XE407,-0.0238664744579182,-0.0048434846771669,0.0141348430915069,0.0413786072966028,4,ok
XE408,-0.0001811091715353,-0.0008867108604135,0.0154432279801898,0.0015377318928458,4,ok
XE409,0.002217490196017,0.0149017180056034,0.0119153951926749,0.0255985854707261,4,ok
XE410,-0.004011295568489,0.0065965121812041,0.0256961742137964,0.0131178614736208,4,ok
XE411,0.003931027514227,0.0058901617280753,0.0180111509150869,0.0120322277999697,4,ok
XE412,0.0439220050448057,-0.1065958840313214,0.0921787930507993,0.1958916618675685,4,ok
XE413,0.0045324321827138,0.0126633532104278,0.0227764783875514,0.0228532028663957,4,ok
XE414,0.0040924862523752,0.0104815663235058,0.0069679585861741,0.0191187952566703,4,ok
XE415,-0.0075638028474713,0.012875824600087,0.0190791602812336,0.0253731332559986,4,ok
XE416,-0.0119796846620374,-0.0056051445035336,0.0140593785860035,0.0224727592206429,4,ok
XE417,-0.0054507769564224,-0.0082064111998079,0.0099753467175805,0.0167392186525829,4,ok
XE418,0.0034266604766344,0.0076392403088902,0.021269217102948,0.0142259944508513,4,ok
XE419,-0.0138734990268858,-0.0025577482092558,0.015707455836758,0.0239699813064771,4,ok
XE420,-0.0011431919438109,0.0082005221306644,0.0178364321569063,0.0140683977739187,4,ok
XE421,-0.0024490590440109,-0.0006520966403513,0.020961440679818,0.0043062245108285,4,ok
XE422,-0.0156953699788573,0.0017498407100902,0.0154671460832788,0.0268335169608999,4,ok
XE423,-0.0097216982012469,-0.001889316402412,0.0130911634935489,0.0168273580550158,4,ok
XE424,0.0024739677837715,-0.0037786359821438,0.0114476551165242,0.007674037072126,4,ok
XE425,-0.0118408905436808,-0.005885277669904,0.0164594516558224,0.0224671504705946,4,ok
XE426,-0.0081335555169061,0.0118751237382639,0.0165147982455424,0.0244562870678708,4,ok
XE427,0.0021052788360975,0.0047222253351719,0.0201917969112792,0.0087848876166518,4,ok
XE428,-0.0138506203929864,0.0043098697301502,0.0137419956362165,0.0246468625272528,4,ok
XE429,-0.0228341299734893,-0.0011603656771512,0.0128554595410111,0.0388479536105374,4,ok
XE430,0.0160388641879762,0.0206285844651574,0.0135085788170639,0.04439818362592,4,ok
XE431,-0.0259457234651563,-0.0031712636182419,0.0197419149377441,0.0444129359779163,4,ok
XE432,-0.0003830024952549,0.0068441771236393,0.0193428896610212,0.0116472616111244,4,ok
XE433,-0.0144823335467663,-0.0040521280493521,0.0122549675414047,0.025552262359455,4,ok
XE434,0.0022905347068444,0.0033805128537096,0.0194023674156022,0.0069382343420597,4,ok
XE435,-0.0065771580875662,0.0038927868349674,0.0189587319770822,0.0129860672388938,4,ok
XE436,-0.005818615129101,0.0090166665904689,0.0237356004754218,0.0182334135167694,4,ok
XE437,0.0193350547497175,-0.0135334346236959,0.0117997715026891,0.0401005691663796,4,ok
XE438,-0.0072675515903029,-0.0071674394844194,0.0223704517270313,0.0173434546565326,4,ok
XE439,-0.0121960381393364,0.0042497062700022,0.0081007733635305,0.0219445170185634,4,ok
XE440,-0.0064784335745571,-0.0033632228746682,0.0167700774338456,0.0124025599007275,4,ok
XE441,0.0053633987390639,0.0117535117014995,0.0220753605813199,0.0219516025532188,4,ok
XE442,-0.0212759423875468,0.0009116214637288,0.0214671485659621,0.0361835143677135,4,ok
XE443,-0.0124121068602107,0.0007235782672978,0.0222645491082276,0.0211254447244171,4,ok
XE444,-0.005491226011145,-0.0059029649328294,0.0143549014842538,0.0136985785452268,4,ok
XE445,0.0088312992738792,0.0022813407676949,0.0134821441595779,0.0154980055608555,4,ok
XE446,-0.0144242115156885,0.0049133755755974,0.0242713211971942,0.0258913051923246,4,ok
XE447,-0.0077438947473638,0.0033557474289409,0.0160749951714453,0.0143400908898334,4,ok
XE448,-0.0204966913624957,-0.0034593314744597,0.0175844674722853,0.0353188369672458,4,ok
XE449,-0.0147626753378062,-0.001408881318639,0.0203444950723113,0.0251975036495407,4,ok
XE450,-0.0047285900900533,0.001824426751682,0.0095617221249717,0.0086117142531466,4,ok
XE451,-0.0114664351490318,-0.0037233641578495,0.0168426650546788,0.0204842500723107,4,ok
XE452,0.0026777656521517,-0.0049002556113464,0.0146008388528461,0.0094881628549302,4,ok
XE453,-0.0203016535433562,0.0040118418810379,0.0219652951655574,0.0351619821319515,4,ok
XE454,0.0032098084348035,-0.0028656788558691,0.0028090164545545,0.0073111438849996,4,ok
XE455,0.0014744141726623,0.0110054149304232,0.0153767825757351,0.018866569934073,4,ok
XE456,-0.0054636295444652,0.0085909732815707,0.0160014414312359,0.0172990005264933,4,ok
XE457,-0.0102744513505967,-0.0024258011728761,0.0092780032331753,0.0179374813224823,4,ok
XE458,-0.0078126550588422,0.0053644714976144,0.0139233773802389,0.0161026889120047,4,ok
XE459,-0.0186081219871994,0.010627919315084,0.0167686712970096,0.0364109169129628,4,ok
XE460,-0.0103661747898513,-0.011764601377763,0.0120951798231494,0.0266422320665802,4,ok
XE461,0.0032638649763612,0.0101275033985075,0.0115943280602717,0.0180793814624926,4,ok
XE462,-0.0278778164047253,-0.0109248336430027,0.0215796680857845,0.0508750392699194,4,ok
XE463,-0.0123185786487738,-0.0015323331822401,0.0185227210825934,0.0210920365531125,4,ok
XE464,0.0019575537626224,-0.0082347018460495,0.0186451697856841,0.0143816427899648,4,ok
XE465,-0.0101547862195729,-0.008730138239116,0.0139808502033469,0.0227539169013854,4,ok
XE466,-0.0117507465520247,0.0131599433034352,0.0097841030027304,0.0299770019579606,4,ok
XE467,-0.0032106208354889,-0.0101904608732183,0.0129151323289507,0.0181538360521079,4,ok
XE468,-0.0127990128385135,0.0030245124607972,0.0179341553091265,0.0223459849014572,4,ok
XE469,0.0002425695984129,0.0039948303046912,0.0151658146084758,0.0068001913529989,4,ok
XE470,-0.0177961734843847,9.878230002868804e-05,0.0201583020552203,0.0302382716409949,4,ok
XE471,0.0138663721745615,-0.0056047299794954,0.0188109737531137,0.0254124316950648,4,ok
XE472,-0.0230332402161366,0.0093495903820439,0.0145404244744456,0.0422375338207915,4,ok
XE473,0.0091130425680603,0.0190796649399089,0.0148980030484087,0.0359266586009949,4,ok
XE474,0.0040327591214008,0.0114218963003622,0.0098048196692225,0.0205812873749424,4,ok
XE475,0.0090072084713028,0.0117885312306498,0.0154084014987433,0.0252076840612638,4,ok
XE476,-0.010977655156239,-0.0054100923130135,0.0152765234344515,0.0207944612632558,4,ok
XE477,-0.0021493833664862,0.0023517106806139,0.0168813134416642,0.0054133368197903,4,ok
XE478,-0.0074762639137588,-0.0009033654082486,0.0171101344492201,0.0127954548946304,4,ok
XE479,0.0003769780305447,0.009063034949122,0.0118007548363583,0.0154124851524931,4,ok
XE480,-0.0025428800554436,-0.0018030360643024,0.0222562179406671,0.0052965578811247,4,ok
XE481,-0.0010989066040565,0.0033183694599756,0.015120934925759,0.0059394266709474,4,ok
XE482,-0.0013996015895827,-0.0020908613469146,0.0147092620334425,0.0042750932478697,4,ok
XE483,-0.0177447855339778,-0.0028632018093048,0.0129861384651335,0.0305404580793094,4,ok
XE484,-0.0060269092896305,0.005155575000117,0.0216406976728571,0.0134760109768776,4,ok
XE485,-0.0121879851603807,0.004441634878276,0.0102184304122268,0.0220411157375206,4,ok
XE486,-0.0111412284677498,0.0125695547694704,0.0164226243430034,0.0285391545320745,4,ok
XE487,-0.0038472973647003,-0.0016727318384255,0.015892148623937,0.0071281467314516,4,ok
XE488,-0.007469570160083,0.000747972562749,0.019118311427308,0.0127551564744655,4,ok
XE489,-0.0066946612046194,-0.0059091706102663,0.0172012067226995,0.0151723553585069,4,ok
XE490,-0.0073296330328957,0.001896938376376,0.0119679829062004,0.0128642335136949,4,ok
XE491,-0.01535008438168,-0.0087109371929727,0.0150424093203863,0.0299886223094762,4,ok
XE492,0.0007211263650788,0.0061741666913803,0.0130354955133081,0.0105619525301098,4,ok
XE493,-0.008182855398445,0.0044097657864767,0.011272415849591,0.0157940487503665,4,ok
XE494,-0.0197042967106426,0.0047956194371181,0.0168938128999765,0.0344572361683356,4,ok
XE495,-0.0062454409808196,0.0055842922461124,0.010010605307121,0.0142351094011222,4,ok
XE496,-0.0054350048349078,0.0068830311224701,0.010496735532349,0.0149015100582086,4,ok
XE497,-0.0128267844320362,0.0054317963372341,0.014339506034445,0.023667859998381,4,ok
XE498,-0.016477934622344,-0.0043268123058624,0.0172459662889139,0.0289470955432992,4,ok
XE499,-0.0100168158141968,-0.001002996644047,0.0100293629394159,0.0171048656300888,4,ok
XE500,-0.0027976766332358,0.0019857738111568,0.0148840845426483,0.0058293115188804,4,ok
XE501,-0.0043927377637373,-0.0076949518829678,0.0095263387883177,0.0150550356388814,4,ok
XE502,-0.011207950575681,0.0121612769630701,0.0114959242284131,0.0281005014064476,4,ok
XE503,-0.0218506754363261,0.0062413763603217,0.0150180495773501,0.0386117617198538,4,ok
XE504,-0.0121315804690311,0.0278292089333263,0.0275315763350067,0.0515827305051446,4,ok
XE505,-0.0148676027993133,-0.0176628390522637,0.0221670723220247,0.0392279854041826,4,ok
XE506,-0.011442949040429,0.0083610947804118,0.0183059951189343,0.0240801100612943,4,ok
XE507,-0.0191310158652413,-0.0035016502893086,0.0210573842759213,0.0330458795193421,4,ok
XE508,-0.0006280000652623,0.0054207553916967,0.0193156523028998,0.0092721084287522,4,ok
XE509,0.001798709484774,0.0054286633312585,0.0053860568823941,0.0097170769522094,4,ok
XE510,0.0193199358272977,0.0373786636173463,0.0151676154010431,0.0714928051768755,4,ok
XE511,0.0085421698349819,0.0089166021275559,0.0116167072492511,0.0209808072282041,4,ok
XE512,-0.0076131624191475,0.0095619168855591,0.0109780233993866,0.0207675434772375,4,ok
XE513,0.0026272658928974,0.0063916423305272,0.0177575331682254,0.0117418323878733,4,ok
XE514,-0.012286012576169,0.0046467761821986,0.0146162089536996,0.02231859341211,4,ok
XE515,0.0141508284868905,0.0074752669079316,0.0076072407304847,0.0271925606158717,4,ok
XE516,-0.0091463704820853,-0.0056907048306129,0.0188001666289021,0.0183032370473425,4,ok
XE517,-0.014103209508903,0.009694727606984,0.0127511690369949,0.0290786758522933,4,ok
XE518,0.0029531219943237,-0.0056753417948129,0.0080525737839173,0.010870432353664,4,ok
XE519,-0.0045468297266779,0.012211887340527,0.007265081580459,0.0221410092414298,4,ok
XE520,-0.0063052178502402,-0.011451390057573,0.0163923712193326,0.0222117155448338,4,ok
XE521,-0.0014878950496495,-0.0003946287536109,0.0133394678824003,0.0026155186530563,4,ok
XE522,0.0002279978052683,-0.0025124301164396,0.0110199434802014,0.0042864578561489,4,ok
XE523,-0.0115734376158798,-5.658244208461838e-05,0.0098724099322827,0.0196648758174832,4,ok
XE524,-0.0094289514881893,0.0057202239459002,0.0222748561235176,0.018524487798055,4,ok
XE525,0.0010866515904126,-0.010981959716446,0.0229338045029176,0.0187507743506119,4,ok
XE526,-0.0224434362139618,-0.0055700411735415,0.0233325366009188,0.0392909213126827,4,ok
XE527,-0.0031998414933696,0.0021511065742743,0.0042356747326827,0.0065512517237535,4,ok
XE529,-0.0173718811129219,0.0062869342973499,0.0176565047862005,0.0313903925879133,4,ok
XE530,-0.0135792194250825,-0.0031229196729327,0.020073417826194,0.0236749957939403,4,ok
XE531,-0.0059501569912754,-0.0004375458543108,0.0133643428699694,0.0101373189516791,4,ok
XE532,-0.0114342743017914,-0.008342915366029,0.0155250217361034,0.024049991052534,4,ok
XE533,0.0018703117239056,-0.0105127896645171,0.0217967701541887,0.0181429578105177,4,ok
XE534,-0.0164393546833707,0.0005233650895206,0.0246997612226607,0.027946561719045,4,ok
XE535,3.651974839158356e-05,0.0052444763805397,0.0185020080656473,0.0089112023603378,4,ok
XE536,0.0198470861068926,0.0032563877366555,0.0096954861572674,0.0341734441294974,4,ok
XE537,-0.0086664876398572,0.0013758259960923,0.0190074141084481,0.0149097910861654,4,ok
XE538,-0.0111961953425634,-0.0015190288468147,0.0209752856601631,0.0191979506565889,4,ok
XE539,0.0022943166768527,-0.0040568491344856,0.0155641600755095,0.0079190427426246,4,ok
XE540,0.0035701332071766,-0.0009204285597661,0.0176365679265757,0.0062644354423748,4,ok
XE541,-0.0224180948707726,-0.0108011683455515,0.0,0.0417985304326734,1,ok
XE542,0.0031917933747536,0.0060098985754848,0.0132114590368548,0.0115623010650798,4,ok
XE543,0.0083164886027589,0.0042314638767493,0.0,0.015854629317883,1,ok
XE545,-0.0104972354438359,-0.0004909734259399,0.009094532553812,0.0178555442193139,4,ok
XE546,-0.0179630588945656,0.0041093154827649,0.0073897113209696,0.0313098220949659,4,ok
XE548,-0.0063782746028664,0.006191314692387,0.0132349009078885,0.0151035058475473,4,ok
XE549,-0.0045524728193413,0.0109843083314444,0.0089634180139849,0.0202030849714206,4,ok
XE550,-0.0182427609970545,0.0061384303180602,0.0186445560886962,0.0327043286888047,4,ok
XE551,0.0249113789504917,-0.0112270523923143,0.0125518322560258,0.0464274116799593,4,ok
XE552,-0.0106422821263549,0.0080323784291067,0.0092655620426022,0.0226548797788007,4,ok
XE553,-0.0067758892819256,0.0121066121082549,0.0150393871056195,0.0235732537106982,4,ok
XE554,-0.0007264091732395,0.0150248365798688,0.0164826734852211,0.0255587952823887,4,ok
XE555,0.0011902651986019,-0.0012912425545437,0.0064653272261283,0.0029838950494005,4,ok
XE556,-0.0207774785494621,0.0002304349582118,0.0171122012634839,0.0353055672307541,4,ok
XE557,-0.0133748214648221,0.0037478475742318,0.0198146565278634,0.0236007613440648,4,ok
XE558,-0.0051928155644418,0.0063758500712083,0.0162424940658171,0.0139717543770222,4,ok
XE559,-0.0047210124403136,0.0051397222487139,0.0157106294291406,0.0118579357747008,4,ok
XE560,-0.0056664052808628,0.003770552912556,0.0129022186058056,0.0115646469541966,4,ok
XE561,-0.0160395702969253,0.0010815439363796,0.0078050800930412,0.0273150155923111,4,ok
XE562,-0.01341530067657,-0.0051787099769171,0.0134980786605031,0.024433613807567,4,ok
XE563,-0.0102409127675855,0.0036866350496893,0.0139953317418884,0.0184936820722818,4,ok
XE564,-0.0029090858561175,-0.0043267847190691,0.0101899088886045,0.0088588856879174,4,ok
XE565,-0.0256148347871203,-0.005260594277388,0.016365392589534,0.0444310076819279,4,ok
XE566,0.003581643905818,0.0059573850571723,0.0039525972329765,0.0118108419558592,4,ok
XE567,-0.0130701612242773,0.0170770109480145,0.0105657339893937,0.0365390826265456,4,ok
XE568,0.0020588623146977,0.0095386981079172,0.0131006777541088,0.0165806164939029,4,ok
XE569,-0.0042510905050221,0.0152069741579907,0.009059816661433,0.0268290651986052,4,ok
XE570,-0.003080930860051,0.0117673638433188,0.0117479313037455,0.0206680825582456,4,ok
XE571,-0.011803957482698,0.002167999955418,0.0177642216930144,0.0203918019796448,4,ok
XE572,-0.0126964281589607,0.020747301090978,0.0178118527086743,0.0413291049963334,4,ok
XE573,0.0085737008794239,0.0219752976031486,0.0177064530811032,0.0400798243463087,4,ok
XE574,-0.0015681450306601,-0.015812430988717,0.0,0.0266904991400491,1,ok
XE575,-0.0125293866612992,0.0016117574705276,0.014462850213837,0.02146433081408,4,ok
XE576,0.0005066131398052,0.0106729551089301,0.015989682755297,0.0181550326073897,4,ok
XE577,-0.0169765707437363,0.0002911574515565,0.019406720967617,0.0288494456893238,4,ok
XE578,0.0002693855522011,0.0075388682289485,0.0155199960760624,0.0128176049068589,4,ok
XE579,0.0024597994342911,-0.0089850132662832,0.0215028704082314,0.0158283687694718,4,ok
XE580,-0.0100197487354307,0.0021776338494419,0.0112194785348398,0.0174221749585344,4,ok
XE581,0.0050717503354462,0.0024024569927405,0.0143418210651417,0.0095354383923598,4,ok
XE582,-0.0175930673331095,0.0029007927923885,0.0127932588389536,0.0302963158208506,4,ok
XE583,0.0236872487148502,0.0061152175803727,0.0074415124171422,0.0415670360430409,4,ok
XE584,0.0137977289168702,0.0142348210270029,0.0136610612564231,0.033684029274612,4,ok
XE585,0.0007036430351945,-0.0034813503648365,0.0074380504269616,0.0060348403857135,4,ok
XE586,-0.0074671091315394,0.0116897688826611,0.0107321655882018,0.0235687024911363,4,ok
XE587,-0.0103021458353396,0.0118978027153389,0.0163487145006707,0.0267411180513312,4,ok
XE588,-0.0080209847374135,-0.0044005997874592,0.0145472654624766,0.0155449810754661,4,ok
XE589,-0.0143414722761008,0.000298032086448,0.0153969489809263,0.0243731205579252,4,ok
XE590,-0.0011192793299414,0.0026436391272,0.0091763969204389,0.0048778650325666,4,ok
XE591,0.0112435289679524,0.0080124166447603,0.0090849744198396,0.0234586518624926,4,ok
XE592,-0.0144982978063126,-0.0018942128908747,0.0224496536597042,0.0248436840603508,4,ok
XE593,-0.0007712628039371,-0.0018905813321907,0.0166301037541165,0.003469341852669,4,ok
XE594,0.0001603489663466,0.0034348410717939,0.0099421932458118,0.0058425576517947,4,ok
XE595,0.0015741411043563,0.001107108746055,0.0108855942498835,0.0032699135167012,4,ok
XE596,-0.0065731089257496,0.001340807224551,0.017114142844239,0.0113984791422055,4,ok
XE597,0.0067523680017984,0.0024736879340707,0.0073457517420197,0.0122187295585262,4,ok
XE598,-0.0043169258333364,-0.0023653346138416,0.0193741045825135,0.0083638499590785,4,ok
XE599,0.0037612199130308,0.002354278302846,0.0109688153437154,0.0075394540926839,4,ok
XE600,-0.0156304397141866,0.0059741670984294,0.0164580795516078,0.0284317558375794,4,ok
XE601,0.0036265849848859,0.0142681272118352,0.01746436766346,0.0250140915068483,4,ok
XE602,0.0168113365407407,0.0073671289133017,0.023331343556772,0.0311868368520392,4,ok
XE603,-0.0159833740553949,0.011755091436953,0.0184740037928138,0.0337115718825865,4,ok
XE604,0.0186794312903657,0.0156084833242857,0.0272700403980138,0.0413603917442326,4,ok
XE605,-0.0071874693962854,0.0069358636196739,0.0196102059735644,0.0169712859072897,4,ok
XE606,-0.0162339527414587,0.007185149604993,0.0146931140953502,0.0301643813587737,4,ok
XE607,0.0041702379976413,0.0049853057989821,0.0183157429685405,0.0110435061291741,4,ok
XE608,-0.0057652489635984,0.0130033021000599,0.0158713583063925,0.0241683667413846,4,ok
XE609,-0.0083448989025782,0.0078122746513145,0.0093292449780712,0.0194227125009929,4,ok
XE610,-0.0018772335070025,0.0009296097186961,0.0199102424267145,0.0035593103160374,4,ok
XE611,-0.020011110284031,0.0070482966202689,0.0169239774452153,0.0360486707249301,4,ok
XE612,-0.0057429269509157,0.0209178824500213,0.0164373575352702,0.0368571256331154,4,ok
XE613,-0.0117626402088717,-0.0015022913403299,0.0101788937929607,0.0201484626496711,4,ok
XE614,-0.0123757322953679,0.0117642780114692,0.0122384774819595,0.0290125144445316,4,ok
XE615,-0.0028310444045018,0.0060289438451945,0.0157547941572289,0.0113170694374634,4,ok
XE616,-0.0071047265964807,0.0059466386828717,0.0158566111039812,0.0157422794009312,4,ok
XE617,0.0139207570455255,0.0089773937293102,0.015876851962619,0.0281449654269052,4,ok
XE618,-0.011552946501979,-0.0056089269764925,0.0196276387148286,0.0218209828560385,4,ok
XE619,-0.0011791016240749,-0.0020341671715868,0.003790863262283,0.0039949582506626,4,ok
XE620,0.0096872044241536,0.0011439868640081,0.016173162388086,0.0165740822439138,4,ok
XE621,-0.0053602504258378,0.0127508590358047,0.0167174220419583,0.0235017430150105,4,ok
XE622,-0.0068056871959925,0.0015437105412274,0.0077754778585277,0.0118574144039948,4,ok
XE623,-0.0264286880892541,0.0112414865566279,0.0206611461318261,0.0487989222440753,4,ok
XE624,0.0120469129951743,0.0291389629637706,0.0206254023758262,0.0535749915700227,4,ok
